date,daily_trips,TMAX
2018-04-09,40516,49
2018-04-10,43172,51
2018-04-11,48620,51
2018-04-12,53592,63
2018-04-13,64357,82
2018-04-14,61833,77
2018-04-15,19567,44
2018-04-16,26620,60
2018-04-17,44683,47
2018-04-18,51290,55
2018-04-19,38249,49
2018-04-20,47552,50
2018-04-21,63974,63
2018-04-22,53347,67
2018-04-23,57883,68
2018-04-24,58161,66
2018-04-25,31412,60
2018-04-26,66652,70
2018-04-27,39496,59
2018-04-28,56095,68
2018-04-29,44554,59
2018-04-30,41151,51
2018-05-01,72316,80
2018-05-02,76935,90
2018-05-03,69181,92
2018-05-04,72080,84
2018-05-05,63414,76
2018-05-06,47601,66
2018-05-07,68915,77
2018-05-08,74471,74
2018-05-09,78464,77
2018-05-10,67576,66
2018-05-11,76049,73
2018-05-12,34120,63
2018-05-13,25096,54
2018-05-14,65036,71
2018-05-15,52906,88
2018-05-16,32482,64
2018-05-17,50420,71
2018-05-18,63596,67
2018-05-19,17808,56
2018-05-20,56415,81
2018-05-21,71195,79
2018-05-22,48400,68
2018-05-23,72956,81
2018-05-24,75103,83
2018-05-25,69862,86
2018-05-26,51588,89
2018-05-27,25066,80
2018-05-28,48610,69
2018-05-29,69467,89
2018-05-30,72200,78
2018-05-31,55975,68
2018-06-01,63313,81
2018-06-02,60136,87
2018-06-03,48901,66
2018-06-04,59533,71
2018-06-05,71890,75
2018-06-06,69875,71
2018-06-07,70778,71
2018-06-08,73891,82
2018-06-09,65317,83
2018-06-10,39716,73
2018-06-11,68406,73
2018-06-12,76482,75
2018-06-13,64292,78
2018-06-14,76224,84
2018-06-15,73272,76
2018-06-16,63058,85
2018-06-17,55088,91
2018-06-18,63312,91
2018-06-19,72429,88
2018-06-20,73562,83
2018-06-21,71065,83
2018-06-22,71059,75
2018-06-23,51871,66
2018-06-24,54312,84
2018-06-25,71697,81
2018-06-26,80828,78
2018-06-27,67586,73
2018-06-28,50849,83
2018-06-29,70689,89
2018-06-30,54626,93
2018-07-01,44210,96
2018-07-02,58596,95
2018-07-03,55491,92
2018-07-04,48100,86
2018-07-05,59203,90
2018-07-06,50131,80
2018-07-07,61285,78
2018-07-08,59418,84
2018-07-09,69944,87
2018-07-10,72723,93
2018-07-11,73098,88
2018-07-12,75098,84
2018-07-13,73069,84
2018-07-14,61669,88
2018-07-15,51752,83
2018-07-16,67179,90
2018-07-17,48442,88
2018-07-18,75994,85
2018-07-19,78240,83
2018-07-20,75366,82
2018-07-21,51743,79
2018-07-22,44564,79
2018-07-23,53277,80
2018-07-24,69885,82
2018-07-25,42799,77
2018-07-26,71583,85
2018-07-27,49518,86
2018-07-28,62469,85
2018-07-29,62009,82
2018-07-30,69351,78
2018-07-31,76368,82
2018-08-01,64527,84
2018-08-02,69904,86
2018-08-03,62852,85
2018-08-04,51224,84
2018-08-05,57148,91
2018-08-06,65588,92
2018-08-07,64438,90
2018-08-08,70618,90
2018-08-09,72385,86
2018-08-10,69800,86
2018-08-11,36851,80
2018-08-12,58828,84
2018-08-13,44143,75
2018-08-14,63861,82
2018-08-15,73262,86
2018-08-16,71023,88
2018-08-17,62993,87
2018-08-18,58305,85
2018-08-19,44727,72
2018-08-20,67683,74
2018-08-21,74711,79
2018-08-22,73152,82
2018-08-23,74285,77
2018-08-24,73717,82
2018-08-25,64627,80
2018-08-26,59549,83
2018-08-27,67684,88
2018-08-28,66610,94
2018-08-29,65998,92
2018-08-30,68234,90
2018-08-31,59374,78
2018-09-01,54409,78
2018-09-02,60633,81
2018-09-03,54065,90
2018-09-04,68649,92
2018-09-05,75120,89
2018-09-06,70499,93
2018-09-07,75667,75
2018-09-08,58039,71
2018-09-09,18093,62
2018-09-10,24158,64
2018-09-11,66988,74
2018-09-12,53069,77
2018-09-13,74516,76
2018-09-14,75611,75
2018-09-15,71536,80
2018-09-16,67558,84
2018-09-17,71142,79
2018-09-18,53226,79
2018-09-19,74252,81
2018-09-20,77302,72
2018-09-21,76029,72
2018-09-22,69234,74
2018-09-23,53751,66
2018-09-24,71551,69
2018-09-25,25541,73
2018-09-26,68099,82
2018-09-27,75411,72
2018-09-28,58399,65
2018-09-29,69693,72
2018-09-30,64602,70
2018-10-01,71334,76
2018-10-02,72753,77
2018-10-03,77357,74
2018-10-04,70737,76
2018-10-05,75692,71
2018-10-06,57575,68
2018-10-07,59086,79
2018-10-08,57564,74
2018-10-09,73868,77
2018-10-10,76784,80
2018-10-11,46377,77
2018-10-12,67977,68
2018-10-13,54464,55
2018-10-14,52537,58
2018-10-15,58191,68
2018-10-16,65994,60
2018-10-17,66941,61
2018-10-18,60985,50
2018-10-19,64857,60
2018-10-20,55832,62
2018-10-21,37347,51
2018-10-22,57269,50
2018-10-23,67275,63
2018-10-24,63310,54
2018-10-25,60844,51
2018-10-26,59255,50
2018-10-27,13177,51
2018-10-28,41409,52
2018-10-29,59475,56
2018-10-30,64752,55
2018-10-31,67885,64
2018-11-01,73043,70
2018-11-02,63173,72
2018-11-03,48736,65
2018-11-04,49437,55
2018-11-05,32907,53
2018-11-06,39904,59
2018-11-07,67030,62
2018-11-08,63658,56
2018-11-09,36332,52
2018-11-10,37787,50
2018-11-11,35612,46
2018-11-12,50220,49
2018-11-13,36702,50
2018-11-14,48922,43
2018-11-15,24431,40
2018-11-16,35046,45
2018-11-17,38189,47
2018-11-18,33261,44
2018-11-19,54111,50
2018-11-20,51064,47
2018-11-21,39761,44
2018-11-22,8495,28
2018-11-23,16269,32
2018-11-24,19425,49
2018-11-25,34668,55
2018-11-26,28619,53
2018-11-27,49338,45
2018-11-28,47660,42
2018-11-29,50863,46
2018-11-30,46150,43
2018-12-01,36711,46
2018-12-02,18071,56
2018-12-03,53108,55
2018-12-04,48298,46
2018-12-05,46105,37
2018-12-06,46129,40
2018-12-07,43403,39
2018-12-08,29686,36
2018-12-09,26482,36
2018-12-10,42809,39
2018-12-11,46673,41
2018-12-12,47132,41
2018-12-13,40555,40
2018-12-14,44113,51
2018-12-15,36626,52
2018-12-16,8582,46
2018-12-17,44887,46
2018-12-18,41052,40
2018-12-19,43684,42
2018-12-20,33238,47
2018-12-21,24534,61
2018-12-22,24184,54
2018-12-23,21558,43
2018-12-24,18808,43
2018-12-25,11031,40
2018-12-26,25360,43
2018-12-27,30931,44
2018-12-28,12434,60
2018-12-29,28550,57
2018-12-30,22150,40
2018-12-31,19039,48
2019-01-01,21401,58
2019-01-02,37799,40
2019-01-03,41893,44
2019-01-04,44081,47
2019-01-05,17823,47
2019-01-06,30681,49
2019-01-07,36496,34
2019-01-08,41115,45
2019-01-09,44440,45
2019-01-10,38968,34
2019-01-11,33057,30
2019-01-12,25293,34
2019-01-13,22163,33
2019-01-14,35015,32
2019-01-15,39188,36
2019-01-16,40357,39
2019-01-17,38962,33
2019-01-18,34620,39
2019-01-19,23040,37
2019-01-20,14317,42
2019-01-21,10208,14
2019-01-22,28775,31
2019-01-23,41622,52
2019-01-24,20072,59
2019-01-25,39151,40
2019-01-26,26442,35
2019-01-27,29403,49
2019-01-28,35588,38
2019-01-29,30943,43
2019-01-30,24916,35
2019-01-31,18723,16
2019-02-01,25288,21
2019-02-02,22373,34
2019-02-03,31410,53
2019-02-04,46469,61
2019-02-05,54176,65
2019-02-06,38953,46
2019-02-07,43327,44
2019-02-08,36828,55
2019-02-09,23827,32
2019-02-10,23711,35
2019-02-11,38675,38
2019-02-12,15586,36
2019-02-13,35236,41
2019-02-14,41830,46
2019-02-15,47412,59
2019-02-16,30772,47
2019-02-17,23421,38
2019-02-18,25824,42
2019-02-19,34749,36
2019-02-20,20192,33
2019-02-21,40039,52
2019-02-22,42157,44
2019-02-23,31150,42
2019-02-24,24052,47
2019-02-25,34176,43
2019-02-26,37480,36
2019-02-27,36545,31
2019-02-28,38348,37
2019-03-01,30198,35
2019-03-02,18539,41
2019-03-03,22300,42
2019-03-04,28691,38
2019-03-05,37106,32
2019-03-06,33253,26
2019-03-07,36074,32
2019-03-08,41008,39
2019-03-09,38862,49
2019-03-10,18237,43
2019-03-11,52427,53
2019-03-12,47185,44
2019-03-13,50327,49
2019-03-14,57752,57
2019-03-15,58111,75
2019-03-16,41729,58
2019-03-17,36128,45
2019-03-18,46618,46
2019-03-19,53096,51
2019-03-20,55401,53
2019-03-21,20792,46
2019-03-22,36361,49
2019-03-23,37559,48
2019-03-24,49609,60
2019-03-25,53385,56
2019-03-26,55412,49
2019-03-27,54542,47
2019-03-28,58853,53
2019-03-29,60461,59
2019-03-30,66684,70
2019-03-31,31147,65
2019-04-01,51497,46
2019-04-02,57848,52
2019-04-03,68087,67
2019-04-04,66538,60
2019-04-05,34548,45
2019-04-06,67925,68
2019-04-07,62888,66
2019-04-08,70739,79
2019-04-09,59251,51
2019-04-10,71021,60
2019-04-11,62591,55
2019-04-12,58023,68
2019-04-13,73102,77
2019-04-14,56492,73
2019-04-15,45529,65
2019-04-16,63421,66
2019-04-17,65410,63
2019-04-18,62088,62
2019-04-19,64854,80
2019-04-20,37132,64
2019-04-21,51044,66
2019-04-22,44141,64
2019-04-23,75443,77
2019-04-24,78071,69
2019-04-25,60864,66
2019-04-26,37083,59
2019-04-27,57085,58
2019-04-28,40065,53
2019-04-29,60641,60
2019-04-30,62936,60
2019-05-01,60960,56
2019-05-02,68834,78
2019-05-03,62749,56
2019-05-04,56181,71
2019-05-05,15161,58
2019-05-06,70168,74
2019-05-07,72915,70
2019-05-08,76563,71
2019-05-09,66761,61
2019-05-10,69105,73
2019-05-11,69136,69
2019-05-12,9695,59
2019-05-13,22451,48
2019-05-14,42733,52
2019-05-15,74615,69
2019-05-16,78508,73
2019-05-17,72832,76
2019-05-18,73332,75
2019-05-19,68196,76
2019-05-20,74772,85
2019-05-21,79246,71
2019-05-22,82313,74
2019-05-23,56581,72
2019-05-24,75483,73
2019-05-25,59335,71
2019-05-26,49866,86
2019-05-27,65965,80
2019-05-28,59203,71
2019-05-29,55243,70
2019-05-30,52265,70
2019-05-31,85680,80
2019-06-01,76301,80
2019-06-02,65256,81
2019-06-03,77745,70
2019-06-04,83466,70
2019-06-05,78662,81
2019-06-06,81966,83
2019-06-07,84062,81
2019-06-08,78095,81
2019-06-09,72229,78
2019-06-10,36913,70
2019-06-11,78374,77
2019-06-12,85078,74
2019-06-13,49483,65
2019-06-14,81754,73
2019-06-15,73686,81
2019-06-16,54040,80
2019-06-17,72670,76
2019-06-18,36365,73
2019-06-19,63684,71
2019-06-20,60414,78
2019-06-21,67058,77
2019-06-22,76799,79
2019-06-23,73713,83
2019-06-24,80001,84
2019-06-25,65881,84
2019-06-26,83641,87
2019-06-27,81894,89
2019-06-28,79935,89
2019-06-29,62651,91
2019-06-30,61941,83
2019-07-01,78025,85
2019-07-02,78215,85
2019-07-03,74934,87
2019-07-04,52760,90
2019-07-05,58817,86
2019-07-06,50955,90
2019-07-07,60429,86
2019-07-08,68005,78
2019-07-09,83945,87
2019-07-10,84317,88
2019-07-11,54348,87
2019-07-12,82912,87
2019-07-13,77149,85
2019-07-14,65774,89
2019-07-15,81207,85
2019-07-16,84434,91
2019-07-17,68703,93
2019-07-18,61826,79
2019-07-19,76227,91
2019-07-20,50367,95
2019-07-21,46697,95
2019-07-22,51876,90
2019-07-23,66973,74
2019-07-24,88008,83
2019-07-25,86785,84
2019-07-26,84150,88
2019-07-27,72257,85
2019-07-28,65526,88
2019-07-29,78923,90
2019-07-30,80967,92
2019-07-31,65584,87
2019-08-01,88181,87
2019-08-02,83486,84
2019-08-03,76199,86
2019-08-04,66009,87
2019-08-05,82496,82
2019-08-06,82644,79
2019-08-07,51956,84
2019-08-08,80052,84
2019-08-09,81587,83
2019-08-10,82927,81
2019-08-11,71550,80
2019-08-12,81360,85
2019-08-13,75051,79
2019-08-14,75733,84
2019-08-15,85303,85
2019-08-16,82497,79
2019-08-17,78216,87
2019-08-18,54583,90
2019-08-19,74060,90
2019-08-20,82378,88
2019-08-21,73164,87
2019-08-22,73252,90
2019-08-23,65503,74
2019-08-24,74386,76
2019-08-25,70076,77
2019-08-26,79100,74
2019-08-27,82927,75
2019-08-28,65136,74
2019-08-29,83902,81
2019-08-30,77416,86
2019-08-31,64255,81
2019-09-01,62163,78
2019-09-02,36643,74
2019-09-03,83886,82
2019-09-04,84936,87
2019-09-05,89991,74
2019-09-06,55504,67
2019-09-07,79619,75
2019-09-08,70341,77
2019-09-09,84813,78
2019-09-10,87780,76
2019-09-11,90646,88
2019-09-12,70081,81
2019-09-13,89229,72
2019-09-14,75860,74
2019-09-15,76750,82
2019-09-16,82009,77
2019-09-17,93205,76
2019-09-18,90209,69
2019-09-19,89995,70
2019-09-20,92110,78
2019-09-21,99354,84
2019-09-22,73899,86
2019-09-23,85175,89
2019-09-24,93495,76
2019-09-25,94215,79
2019-09-26,84908,83
2019-09-27,94622,76
2019-09-28,81789,82
2019-09-29,73565,80
2019-09-30,76417,71
2019-10-01,87273,81
2019-10-02,79573,93
2019-10-03,39116,63
2019-10-04,84482,66
2019-10-05,69906,61
2019-10-06,58634,70
2019-10-07,77010,79
2019-10-08,80979,64
2019-10-09,50256,59
2019-10-10,85292,71
2019-10-11,80389,64
2019-10-12,71191,67
2019-10-13,66104,67
2019-10-14,77275,72
2019-10-15,83531,64
2019-10-16,43616,66
2019-10-17,67945,57
2019-10-18,74365,58
2019-10-19,67620,60
2019-10-20,26378,59
2019-10-21,78794,67
2019-10-22,54238,63
2019-10-23,81166,65
2019-10-24,83670,67
2019-10-25,82400,65
2019-10-26,67908,63
2019-10-27,25134,67
2019-10-28,76783,63
2019-10-29,53261,59
2019-10-30,68444,63
2019-10-31,49911,71
2019-11-01,71440,71
2019-11-02,58348,53
2019-11-03,51384,54
2019-11-04,70390,56
2019-11-05,73825,61
2019-11-06,72702,54
2019-11-07,56715,57
2019-11-08,50504,41
2019-11-09,38431,41
2019-11-10,41430,51
2019-11-11,64982,62
2019-11-12,38731,57
2019-11-13,44110,34
2019-11-14,54937,45
2019-11-15,60204,51
2019-11-16,36613,42
2019-11-17,31308,43
2019-11-18,35426,42
2019-11-19,57822,48
2019-11-20,57664,49
2019-11-21,63050,53
2019-11-22,51381,53
2019-11-23,39313,45
2019-11-24,18027,46
2019-11-25,58877,53
2019-11-26,63988,61
2019-11-27,51265,59
2019-11-28,15750,53
2019-11-29,23480,40
2019-11-30,26707,43
2019-12-01,10073,39
2019-12-02,17960,37
2019-12-03,39578,36
2019-12-04,47488,39
2019-12-05,49122,42
2019-12-06,52197,50
2019-12-07,34548,38
2019-12-08,31282,46
2019-12-09,15378,55
2019-12-10,42286,58
2019-12-11,38429,40
2019-12-12,45654,36
2019-12-13,32347,48
2019-12-14,31733,56
2019-12-15,32662,49
2019-12-16,41394,37
2019-12-17,19676,35
2019-12-18,37681,36
2019-12-19,29661,25
2019-12-20,34392,33
2019-12-21,24383,35
2019-12-22,23348,46
2019-12-23,37546,57
2019-12-24,25673,47
2019-12-25,12929,47
2019-12-26,25537,46
2019-12-27,32197,54
2019-12-28,28611,51
2019-12-29,17055,44
2019-12-30,12497,41
2019-12-31,32903,45
2020-01-01,16465,41
2020-01-02,41788,49
2020-01-03,32012,49
2020-01-04,29741,51
2020-01-05,26819,42
2020-01-06,43009,45
2020-01-07,46494,45
2020-01-08,42328,42
2020-01-09,39559,34
2020-01-10,51881,55
2020-01-11,56823,69
2020-01-12,51673,68
2020-01-13,49515,46
2020-01-14,44099,46
2020-01-15,54275,50
2020-01-16,45204,49
2020-01-17,34318,33
2020-01-18,13241,37
2020-01-19,25776,43
2020-01-20,23999,31
2020-01-21,37497,33
2020-01-22,43569,38
2020-01-23,48466,47
2020-01-24,51849,51
2020-01-25,17945,51
2020-01-26,35085,46
2020-01-27,46605,45
2020-01-28,48792,43
2020-01-29,47395,41
2020-01-30,45755,38
2020-01-31,47945,44
2020-02-01,35374,43
2020-02-02,27899,45
2020-02-03,53645,57
2020-02-04,52468,61
2020-02-05,50260,55
2020-02-06,32301,41
2020-02-07,33126,56
2020-02-08,33156,41
2020-02-09,31936,44
2020-02-10,26517,47
2020-02-11,38009,48
2020-02-12,49062,46
2020-02-13,37818,44
2020-02-14,36796,40
2020-02-15,21942,31
2020-02-16,27132,44
2020-02-17,40596,51
2020-02-18,44271,47
2020-02-19,49277,48
2020-02-20,42701,35
2020-02-21,39138,35
2020-02-22,39898,50
2020-02-23,45614,56
2020-02-24,56377,62
2020-02-25,39544,53
2020-02-26,44917,48
2020-02-27,43704,43
2020-02-28,43861,42
2020-02-29,29107,35
2020-03-01,31452,44
2020-03-02,56973,58
2020-03-03,49765,59
2020-03-04,58860,56
2020-03-05,58666,51
2020-03-06,34443,45
2020-03-07,39736,48
2020-03-08,46215,59
2020-03-09,68845,72
2020-03-10,64265,65
2020-03-11,61835,57
2020-03-12,51230,50
2020-03-13,43694,70
2020-03-14,44143,57
2020-03-15,35660,54
2020-03-16,29366,45
2020-03-17,24448,54
2020-03-18,30355,54
2020-03-19,20885,52
2020-03-20,31650,77
2020-03-21,31500,65
2020-03-22,19689,45
2020-03-23,3967,41
2020-03-24,20895,55
2020-03-25,12092,45
2020-03-26,22005,60
2020-03-27,26714,69
2020-03-28,8622,54
2020-03-29,9716,47
2020-03-30,14971,52
2020-03-31,15021,49
2020-04-01,20398,56
2020-04-02,18993,58
2020-04-03,11430,52
2020-04-04,28871,62
2020-04-05,25653,65
2020-04-06,24657,66
2020-04-07,23669,68
2020-04-08,20730,64
2020-04-09,14207,59
2020-04-10,16331,49
2020-04-11,33236,56
2020-04-12,31417,63
2020-04-13,7892,67
2020-04-14,25169,60
2020-04-15,22184,54
2020-04-16,19536,50
2020-04-17,18898,51
2020-04-18,16078,46
2020-04-19,47020,63
2020-04-20,21848,57
2020-04-21,16954,61
2020-04-22,23835,51
2020-04-23,18988,52
2020-04-24,12874,49
2020-04-25,59018,65
2020-04-26,9238,51
2020-04-27,17887,50
2020-04-28,39756,67
2020-04-29,21515,59
2020-04-30,14481,60
2020-05-01,25295,66
2020-05-02,73076,73
2020-05-03,63503,80
2020-05-04,32096,75
2020-05-05,35223,63
2020-05-06,17095,52
2020-05-07,43913,67
2020-05-08,17000,57
2020-05-09,28089,48
2020-05-10,54351,64
2020-05-11,22707,61
2020-05-12,35997,59
2020-05-13,40744,64
2020-05-14,41724,67
2020-05-15,53116,84
2020-05-16,80676,77
2020-05-17,62862,69
2020-05-18,39091,70
2020-05-19,40923,68
2020-05-20,45592,66
2020-05-21,48704,68
2020-05-22,47714,77
2020-05-23,22875,67
2020-05-24,73008,67
2020-05-25,67720,71
2020-05-26,53025,78
2020-05-27,55068,79
2020-05-28,46246,76
2020-05-29,53839,81
2020-05-30,88023,81
2020-05-31,79668,70
2020-06-01,51668,70
2020-06-02,46471,72
2020-06-03,28766,79
2020-06-04,39659,84
2020-06-05,33064,79
2020-06-06,56263,86
2020-06-07,81248,76
2020-06-08,61020,79
2020-06-09,61646,87
2020-06-10,63276,85
2020-06-11,43747,84
2020-06-12,73849,85
2020-06-13,89064,75
2020-06-14,78815,74
2020-06-15,57518,75
2020-06-16,65507,78
2020-06-17,63923,78
2020-06-18,62296,77
2020-06-19,80690,83
2020-06-20,80673,86
2020-06-21,70854,88
2020-06-22,59824,90
2020-06-23,67385,87
2020-06-24,67058,86
2020-06-25,69813,87
2020-06-26,75494,87
2020-06-27,58526,80
2020-06-28,67545,90
2020-06-29,61567,87
2020-06-30,65446,80
2020-07-01,63416,80
2020-07-02,74208,92
2020-07-03,58332,90
2020-07-04,73297,87
2020-07-05,61914,92
2020-07-06,45851,96
2020-07-07,68127,82
2020-07-08,63502,83
2020-07-09,76777,89
2020-07-10,21766,77
2020-07-11,68648,83
2020-07-12,82456,87
2020-07-13,69209,86
2020-07-14,77044,85
2020-07-15,78615,82
2020-07-16,79294,78
2020-07-17,71092,84
2020-07-18,80602,91
2020-07-19,64759,94
2020-07-20,58271,93
2020-07-21,70710,91
2020-07-22,51650,92
2020-07-23,66165,86
2020-07-24,68525,80
2020-07-25,87574,88
2020-07-26,70961,92
2020-07-27,62280,93
2020-07-28,70733,93
2020-07-29,77145,90
2020-07-30,71486,92
2020-07-31,73597,82
2020-08-01,88820,88
2020-08-02,67760,89
2020-08-03,66868,88
2020-08-04,44896,79
2020-08-05,82251,86
2020-08-06,79413,82
2020-08-07,60247,81
2020-08-08,91329,83
2020-08-09,80827,87
2020-08-10,68987,92
2020-08-11,75342,88
2020-08-12,66073,90
2020-08-13,62875,79
2020-08-14,85283,86
2020-08-15,92258,84
2020-08-16,36941,72
2020-08-17,70164,81
2020-08-18,82230,82
2020-08-19,71700,75
2020-08-20,81486,80
2020-08-21,86268,83
2020-08-22,86885,88
2020-08-23,79908,86
2020-08-24,71268,90
2020-08-25,72214,89
2020-08-26,88185,77
2020-08-27,69179,90
2020-08-28,79943,85
2020-08-29,71454,81
2020-08-30,90493,79
2020-08-31,75491,77
2020-09-01,76781,77
2020-09-02,69626,79
2020-09-03,71609,85
2020-09-04,87123,85
2020-09-05,89292,80
2020-09-06,82426,82
2020-09-07,82837,79
2020-09-08,79313,84
2020-09-09,84258,81
2020-09-10,52901,82
2020-09-11,97287,76
2020-09-12,100750,74
2020-09-13,82774,74
2020-09-14,79130,75
2020-09-15,84258,66
2020-09-16,87256,71
2020-09-17,87931,75
2020-09-18,89553,70
2020-09-19,89881,63
2020-09-20,76207,65
2020-09-21,72188,65
2020-09-22,83053,71
2020-09-23,91113,79
2020-09-24,87164,75
2020-09-25,95895,77
2020-09-26,98970,74
2020-09-27,84468,79
2020-09-28,78579,77
2020-09-29,58963,74
2020-09-30,86934,71
2020-10-01,89727,72
2020-10-02,82570,65
2020-10-03,95272,66
2020-10-04,78798,67
2020-10-05,75881,70
2020-10-06,85782,69
2020-10-07,81316,74
2020-10-08,84061,64
2020-10-09,89561,69
2020-10-10,93784,71
2020-10-11,73008,67
2020-10-12,15998,57
2020-10-13,52630,58
2020-10-14,88687,67
2020-10-15,91914,71
2020-10-16,29957,66
2020-10-17,90103,59
2020-10-18,74885,62
2020-10-19,73406,65
2020-10-20,76313,71
2020-10-21,84471,68
2020-10-22,84418,68
2020-10-23,88395,69
2020-10-24,89516,69
2020-10-25,60165,53
2020-10-26,51333,59
2020-10-27,78299,59
2020-10-28,63051,57
2020-10-29,18149,56
2020-10-30,40870,47
2020-10-31,67168,46
2020-11-01,30924,55
2020-11-02,51001,44
2020-11-03,62703,53
2020-11-04,64732,62
2020-11-05,75174,67
2020-11-06,83839,70
2020-11-07,99218,74
2020-11-08,83184,75
2020-11-09,76107,75
2020-11-10,84591,74
2020-11-11,45529,72
2020-11-12,41145,68
2020-11-13,49538,50
2020-11-14,74998,52
2020-11-15,49784,64
2020-11-16,57773,55
2020-11-17,54236,50
2020-11-18,44115,36
2020-11-19,51706,48
2020-11-20,69718,63
2020-11-21,74692,64
2020-11-22,45165,59
2020-11-23,42552,60
2020-11-24,53258,48
2020-11-25,57062,56
2020-11-26,31014,65
2020-11-27,53015,63
2020-11-28,53275,56
2020-11-29,51943,54
2020-11-30,23305,63
2020-12-01,52892,62
2020-12-02,47435,43
2020-12-03,53231,50
2020-12-04,40419,52
2020-12-05,32357,47
2020-12-06,39922,40
2020-12-07,41534,40
2020-12-08,41264,36
2020-12-09,37051,38
2020-12-10,52144,49
2020-12-11,60906,57
2020-12-12,53604,58
2020-12-13,59847,62
2020-12-14,25525,47
2020-12-15,44811,39
2020-12-16,25717,31
2020-12-17,330,33
2020-12-18,15193,32
2020-12-19,16940,32
2020-12-20,16219,40
2020-12-21,31574,46
2020-12-22,37274,46
2020-12-23,40640,45
2020-12-24,32027,59
2020-12-25,12100,61
2020-12-26,19818,32
2020-12-27,23884,37
2020-12-28,38873,50
2020-12-29,33009,43
2020-12-30,35983,43
2020-12-31,27424,48
2021-01-01,17222,40
2021-01-02,41662,51
2021-01-03,14091,38
2021-01-04,36957,43
2021-01-05,38594,42
2021-01-06,37851,41
2021-01-07,37998,41
2021-01-08,37351,37
2021-01-09,34722,37
2021-01-10,35020,41
2021-01-11,36150,37
2021-01-12,42376,44
2021-01-13,42710,43
2021-01-14,47788,49
2021-01-15,40258,46
2021-01-16,41923,47
2021-01-17,38377,44
2021-01-18,42643,45
2021-01-19,40479,43
2021-01-20,36203,40
2021-01-21,41011,43
2021-01-22,44464,45
2021-01-23,31940,36
2021-01-24,26875,32
2021-01-25,36301,37
2021-01-26,27187,34
2021-01-27,39112,37
2021-01-28,33948,34
2021-01-29,23720,25
2021-01-30,27692,32
2021-01-31,20815,26
2021-02-01,249,34
2021-02-03,6488,37
2021-02-04,18792,43
2021-02-05,24378,47
2021-02-06,31236,44
2021-02-07,8308,40
2021-02-08,18534,29
2021-02-09,22482,33
2021-02-10,28232,35
2021-02-11,22979,33
2021-02-12,26009,30
2021-02-13,23084,30
2021-02-14,23441,38
2021-02-15,23404,36
2021-02-16,31048,51
2021-02-17,30902,34
2021-02-18,7630,30
2021-02-19,12061,33
2021-02-20,24992,35
2021-02-21,26475,37
2021-02-22,19553,39
2021-02-23,33534,45
2021-02-24,46049,54
2021-02-25,43427,50
2021-02-26,44560,45
2021-02-27,30815,50
2021-02-28,21321,45
2021-03-01,34575,49
2021-03-02,32100,33
2021-03-03,50122,52
2021-03-04,40247,45
2021-03-05,36338,37
2021-03-06,33478,34
2021-03-07,35352,41
2021-03-08,38478,43
2021-03-09,60231,64
2021-03-10,54876,54
2021-03-11,68394,71
2021-03-12,69490,68
2021-03-13,53517,52
2021-03-14,43533,54
2021-03-15,34394,39
2021-03-16,38031,37
2021-03-17,47314,47
2021-03-18,22554,47
2021-03-19,43779,43
2021-03-20,65050,59
2021-03-21,68873,63
2021-03-22,56194,62
2021-03-23,61564,66
2021-03-24,32777,56
2021-03-25,64657,68
2021-03-26,71615,82
2021-03-27,84712,69
2021-03-28,25256,60
2021-03-29,52598,55
2021-03-30,65613,61
2021-03-31,45382,67
2021-04-01,45527,58
2021-04-02,42831,39
2021-04-03,61218,53
2021-04-04,63335,65
2021-04-05,68141,68
2021-04-06,76225,70
2021-04-07,77680,72
2021-04-08,81552,70
2021-04-09,68187,59
2021-04-10,87596,70
2021-04-11,20135,57
2021-04-12,33647,51
2021-04-13,78682,65
2021-04-14,80113,72
2021-04-15,33032,58
2021-04-16,59414,53
2021-04-17,77508,56
2021-04-18,80652,64
2021-04-19,73000,65
2021-04-20,96136,76
2021-04-21,61764,68
2021-04-22,57101,48
2021-04-23,82793,64
2021-04-24,104081,72
2021-04-25,58487,63
2021-04-26,71658,60
2021-04-27,79576,64
2021-04-28,96329,85
2021-04-29,70576,75
2021-04-30,80693,71
2021-05-01,92840,65
2021-05-02,93982,82
2021-05-03,60831,66
2021-05-04,87014,73
2021-05-05,49749,62
2021-05-06,93267,66
2021-05-07,91204,66
2021-05-08,59759,55
2021-05-09,53317,65
2021-05-10,71172,60
2021-05-11,89079,67
2021-05-12,94864,68
2021-05-13,100737,72
2021-05-14,107380,76
2021-05-15,118947,79
2021-05-16,97138,75
2021-05-17,95272,78
2021-05-18,105861,82
2021-05-19,109860,86
2021-05-20,108242,76
2021-05-21,112908,79
2021-05-22,116548,89
2021-05-23,107595,88
2021-05-24,89255,68
2021-05-25,107021,73
2021-05-26,97890,86
2021-05-27,112627,81
2021-05-28,62800,69
2021-05-29,30059,51
2021-05-30,17684,51
2021-05-31,89263,70
2021-06-01,99573,76
2021-06-02,106594,75
2021-06-03,70048,74
2021-06-04,86683,78
2021-06-05,121395,89
2021-06-06,106230,92
2021-06-07,98146,91
2021-06-08,74855,90
2021-06-09,112234,90
2021-06-10,121449,84
2021-06-11,108165,69
2021-06-12,117030,69
2021-06-13,102599,76
2021-06-14,84536,73
2021-06-15,119250,80
2021-06-16,122295,77
2021-06-17,121569,78
